fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
10237,Super Knitting & Dyeing Mills Ltd.,Bayazid Bostami Police Station,Chattogram,"Super Knitting Complex, Nasirabad I/A, Bayazid Bostami, Chattogram-4210.",MD. Rafique,Cheap Executive Officer,Member,Bayazid Bostami
10240,Orange Design Ltd.,Panchlaish Police Station,Chattogram,"Hazi Kamal Building,Tula Company Road, Aturar Dipu, Bayazid Bostami, Chattogram 4211",Rahul Pramanik,Factory Manager,Member,Panchlaish
10241,Priyam Garments Ltd.,Doublemooring Police Station,Chattogram,"755, Askarabad, Dhaka Trunk Road (D.T. Road), Chattogram-4100",Mr. Nicholas Biswas,Director (HR & Compliance),Member,Doublemooring
10242,Sammart Fashion (BD) Ltd.,Bayazid Bostami Police Station,Chattogram,"Hathazari Road, Kulgaon, Jalalabad, Bayazid Bostami, Chattogram-4214.",Rakibul Alam Chowdhury,Chairman,Member,Bayazid Bostami
10244,Chowdhury Fashion Wear Ltd.,Bayazid Bostami Police Station,Chattogram,"52/B, Ruby Gate, Bayazid Bostami Road, Nasirabad I/A, Bayazid Bostami, Chattogram-4209.",Mohammed Rafique Chowdhury,Managing Director,Member,Bayazid Bostami
10248,Cottonex Fashions Ltd.,Chandgaon Police Station,Chattogram,"Plot# 12, 13, F.I.D.C Road, Kalurghat Heavy Industrial Area, Chandgaon, Chattogram-4208",Monoj K Roy,General Manager,Member,Chandgaon
10249,Mexi Bangla Sweater Ltd.,Akbar Shah Police Station,Chattogram,"472, Azom Complex, Ali Azom Road, Azom Nagor, North Pahartali, Chattogram- 4207.",Md. Amir Hossain,Director,Member,Akbar Shah
10250,Apparel Promoters Ltd.,Bayazid Bostami Police Station,Chattogram,"Nasirabad I /A, Bayazid Thana Road,  Bayazid, Chattogram 4210.",Mr. Taifur Rahman,General Manager,Member,Bayazid Bostami
10252,Loyaltex Ltd.,Bayazid Bostami Police Station,Chattogram,"434, Kulgaon, Baluchara, Jalalabad, Bayazid Bostami, Chattogram-4214.",Rajib Barua,Asst. Manager (HR & Compliance),Member,Bayazid Bostami
10253,Integral Apparels Ltd.,Chandgaon Police Station,Chattogram,"BSCIC Industrial Estate, BSCIC Road, Kalurghat, Chandgaon, Chattogram-4212",S.M Aymanul Haque,Managing Director,Member,Chandgaon
10255,Saad Musa Fabrics Ltd. Unit-3,Bayazid Bostami Police Station,Chattogram,"Kulgaon, Khaja Road, Jalalabad, Bayazid Bostami, Chattogram-4214.",S.M Arsadul Murad,Manager (HR & Compliance),Member,Bayazid Bostami
10256,Glory Industries Ltd.,Bayazid Bostami Police Station,Chattogram,"7/A, Sholashahar Light I/A, Bayazid Bostami, Chattogram-4210.",MS. TAJRINA MANNAN,PRESIDENT,Member,Bayazid Bostami
10258,RDM Apparels Ltd.,Bakolia Police Station,Chattogram,"1614/A, Rajakhali Road, Caktai, Bakolia, Chattogram-4000",Engr. Mostafa Sarwar Riyadh,Managing Director,Member,Bakolia
10260,Fashion Of Wales Ltd.,Akbar Shah Police Station,Chattogram,"972/1043, Hazi Abdur Rahim Tower, 4th Floor, A.K Khan Circle,  Akbar Shah, Chattogram-4202.",Wadud Mohammad Chowdhury,Managing Director,Member,Akbar Shah
10262,The Chittagong Garments Ltd.,Panchlaish Police Station,Chattogram,"4/1, Abdul Hamid Road, 3rd Floor, Sholakbahar, Panchlaish, Chattogram-4203.",Muhammed Ferhat Abbas,Managing Director,Member,Panchlaish
10263,Clifton Cotton Mills Ltd.,Chandgaon Police Station,Chattogram,"Plot# 28-D/1, 28-D/2, Aatgachtola Road, Char Rangamatia, Kalurghat Heavy I/A, Chandgaon, Chattogram- 4207",Noornabi Patwary,General Manager,Member,Chandgaon
10266,Golden Horizon Ltd.,Khulshi Police Station,Chattogram,"53/B, Bayazid Bostami Road, Nasirabad I/A, Khulshi, Chattogram-4209.",Ms. Tajrina Mannan,President,Member,Khulshi
10267,Gsl Export Ltd.,Karnophuli Police Station,Chattogram,"Khowaz Nagar, Azim Para, Puraton Feri Ghat Road, Char Pathor Ghata, Karnophuli, Chattogram-4031.",Belal Ahmed,Managing Director,Member,Karnophuli
10270,Delmas Garments (Pvt.) Ltd.,Doublemooring Police Station,Chattogram,"1142, North Agrabad, Mistripara, Chattogram-4100",Hayder Mahamud,Director,Member,Doublemooring
10271,Shah Amanat Knitting & Dyeing Industries Ltd.,Patiya Police Station,Chattogram,"South Hulian, Yakubdandi, Patiya, Chattogram-4370",Muhammad Sajjad,Managing Director,Member,Patiya
10273,N.F.Z Teri Textile Ltd. (Garments Division ),Boalkhali Police Station,Chattogram,"Maizvandari Market ( Floor-2), Shakpura Chowmuhoni, Shakpura, Boalkhali, Chattogram-4367",Chandan Kumar Biswas,Director,Member,Boalkhali
10275,Apollo Sewing & Garments Ltd.,Kotwali Police Station,Chattogram,"1 & 4, Salma Bhaban, 2nd Floor, Cda Momin Road, Jamal Khan, Kotwali, Chattogram-4000.",Anjan Shekhar Das,Managing Director,Member,Kotwali
10277,Nazifa Fashion,Bayazid Bostami Police Station,Chattogram,"328/A/643, Murad Nagar (Mreeda para), Amin Jute Mills, Bayazid Bostami, Chattogram-4211",Md. Misbaul Alam,Managing Director,Member,Bayazid Bostami
10278,Al-Amin Garments Industries Ltd.,Bayazid Bostami Police Station,Chattogram,"Wazedia, Shah Habib Ullah Road, Bhoktopur, Bayazid Bostami, Chattogram-4213.",Deen Mohammad Chowdhury,Chairman,Member,Bayazid Bostami
10279,Precious Apparels Ltd.,Bhujpur Police Station,Chattogram,"6602(P), 6603(P), Holding No:2099/B, South Middle Halishahar Airport Road, Bandar Chattogram.",Md. Towhidul Karim,Deputy General Manager,Member,Bhujpur
10280,Knitmoon Ltd.,Chandgaon Police Station,Chattogram,"Plot# S-10, Koka Road, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram-4212",Md. Khaled,Director,Member,Chandgaon
10281,Caesar Apparels Ltd.,Karnophuli Police Station,Chattogram,"Yakub Industrial Park, Shikalbaha, Moizzer Teck, Karnophuli, Chattogram-4371.",Shaiful Azam Chowdhury,Managing Director,Member,Karnophuli
10282,HK-TG Garments Ltd.,Pahartali Police Station,Chattogram,"590, 2nd Floor, Colonel Jones Road, North Kattali, Pahartali, Chattogram-4202.",Md. Enamol Aziz Chowdhury,Managing Director,Member,Pahartali
10284,Jilani Fashion Wears Ltd.,Bayazid Bostami Police Station,Chattogram,"1138,West Sholosahar,Hathazari Road, Chattogram, 4210",Lutfuzzaman Shamim,Managing Director,Member,Bayazid Bostami
10286,Alart Fashion Ltd.,Bandar Police Station,Chattogram,"J. Alam Tower, Munir Nagar (Munshipara), Middle Halishahar, Bandar, Chattogram.",Md. Saifullah (Mansur),Managing Director,Member,Bandar
10288,Jade Fashion (BD) Ltd.,Chandgaon Police Station,Chattogram,"Plot# A-38, 39, Well Group Road, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram",Kazi Ahsan-Ul Imtiaz,Manager (Admin & Compliance),Member,Chandgaon
10289,Mir Fashionwear Ltd.,Doublemooring Police Station,Chattogram,"Mir Arcade, 304/B, SK. Mujib Road, Agrabad C/A, Chattogram-4100",Shah Aminur Rahman (Helal),Executive Director,Member,Doublemooring
10292,Samim Fashion Ltd.,Karnophuli Police Station,Chattogram,"Puraton Feri Ghat Road, B.F.D.C Road, Moizzer Teck, Char Lakshya, Karnophuli, Chattogram-4371.",Mohammad Isha,Managing Director,Member,Karnophuli
10293,BSA Fashion Ltd.,Pahartali Police Station,Chattogram,"D/9-12, 1st Floor, Shafi Motors Road, BSCIC I/A, Sagarika, Pahartali, Chattogram-4219.",Asif Ali Noor,Senior General Manager (Merchandising),Member,Pahartali
10296,Rashad Industries (Pvt.) Ltd.,Kotwali Police Station,Chattogram,"291, Mahal Complex, 5th Floor, Layal Road, Laldighi West Para, Kotwali, Chattogram-4000",Anwar Pasha,Managing Director,Member,Kotwali
10297,Vanguard Dresses Ltd.,Pahartali Police Station,Chattogram,"A/5, 2nd Floor, BSCIC I/A, Sagarika Road, Sagarika, Pahartali, Chattogram-4219.",Md. Habibur Rahman,Head of Admin(Group),Member,Pahartali
10298,Dragoni Fashions Ltd.,Bayazid Bostami Police Station,Chattogram,"Kulgaon, Baluchara, Chattogram-4214.",Md. Bashir Ahmed,"General Manager (Admin, HR & Complaince)",Member,Bayazid Bostami
10301,Gartex Garments Ltd.,Akbar Shah Police Station,Chattogram,"1731, Mostofa-Hakim College Road, North Kattali, Akbar Shah, Chattogram-4217",A.H.M. Munawwar Uddin Chowdhury,Merchandiser Manager,Member,Akbar Shah
10302,Goldmart Apparels ( Pvt. ) Ltd.,Khulshi Police Station,Chattogram,"295, Shafa Bahban, 2rd Floor, Nasirabad I/A, Bayazid Bostami Road, Khulshi, Chattogram-4209.",Humayun Karim Ahmed,Chairman,Member,Khulshi
10303,Orchid Sweater Ltd.,Chandgaon Police Station,Chattogram,"12P-13P, (Floor- 2,5,6), F.I.D.C Road, Kalurghat Heavy I/A, Chattogram-4212",Jashim Uddin Ahmed Khan,Assistant General Manager,Member,Chandgaon
10306,H.B. Fashions Ltd.,Pahartali Police Station,Chattogram,"516/590, 4th Floor, Colonel Jones Road, North Kattali, Pahartali, Chattogram-4217.",Mohammed Toaha,Director,Member,Pahartali
10307,Krishan Knitting Ltd.,Sadarghat Police Station,Chattogram,"Steel House, 360, Strand Road, Chattogram, Bangladesh.",Shibbir Ahmed,Director,Member,Sadarghat
10308,Benchmark Apparels Ltd.,Karnophuli Police Station,Chattogram,"Khowaz Nagar, Azim Para, Char Pathor Ghata, Karnophuli, Chattogram-4031.",Fouzul Imran Khan,Managing Director,Member,Karnophuli
10309,Tamanna Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"52/B, 1st Floor,  East Nasirabad I/A,  Bayazid Bostami, Chattogram-4210.",Md. Sirajul Islam Hawlader,Managing Director,Member,Bayazid Bostami
10312,Image Garments Ltd.,Khulshi Police Station,Chattogram,"1/C, Baby Super Market, 3rd Floor, Bayazid Bostami Road, Khulshi, Chattogram-4209.",Engr. Tahmid Anwar,Director,Member,Khulshi
10313,Global Shirts Ltd.,Chandgaon Police Station,Chattogram,"49, North Portion (NP), 2 To 4 Floor, Kalurghat Heavy I/A, Chattogram-4208",Anup Baran Das,Executive Director,Member,Chandgaon
10314,Nus Apparels Ltd.,Panchlaish Police Station,Chattogram,"7 D, Sholashahar I/A, Nasirabad,  Chattogram-4209.",Syed Masud,General Manager,Member,Panchlaish
10317,Vanguard Garments Ltd.,Pahartali Police Station,Chattogram,"388/617, Colonel Jones Road, North Kattali, Pahartali, Chattogram-4217.",Sumon Shahed Siddiqui,Deputy General Manager (HR & Compliance),Member,Pahartali
10319,Authentic Garments (Pvt.) Ltd.,Chandgaon Police Station,Chattogram,"1706/D, Khaja Complex(3rd Floor), Arakan Road, Chandgaon, Chattogram-4212",Md.Taslim Arif,Managing Director,Member,Chandgaon
10320,Caesar Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"A/2, 5th Floor, BSCIC I/E, Bayazid Bostami, Chattogram-4210.",Shaiful Azam Chowdhury,Managing Director,Member,Bayazid Bostami
10321,PNG (BD) Ltd.,Mirsharai Police Station,Chattogram,"Sattaroa, Karerhat, Jorargonj, Mirsharai,Chattogram-4327.",Kang-Uk-Ou,Managing Director,Member,Mirsharai
10322,Mazkan Jeans Ltd.,Pahartali Police Station,Chattogram,"1817/A, 1st Floor, Easan Mohajon Road, Badamtoli, North Kattali, Akbar Shah, Chattogram-4217.",Mohammed Kaikobad,Managing Director,Member,Pahartali
10323,Ambia Knitting & Dyeing Ltd.,Patiya Police Station,Chattogram,"Halimkhar Char, Charkania, Patiya, Chattogram-4370",Engr. Ahasan Ali Jewel,Assistant General Manager,Member,Patiya
10325,Hi-Fashion Ltd.,Bayazid Bostami Police Station,Chattogram,"188/189, Bayazid Bostami Road, Nasirabad I/A, Bayazid Bostami, Chattogram-4210.",Anupam Barua,General Manager (Operation),Member,Bayazid Bostami
10326,Mellow Fashion Ltd.,Sadarghat Police Station,Chattogram,"524 D.T Road,Jan Super Market (5th Floor). Kadamtali,Chattogram,Bangladesh.",Md.Shaifullah (Mansur),Managing Director,Member,Sadarghat
10327,Ronson Knitting Ltd.,Pahartali Police Station,Chattogram,"68/Y, 5th Floor, Block B, Alonkar, Sagarika Road, Pahartali, Chattogram-4202.",Ashoke Gupta,Managing Director,Member,Pahartali
10330,Adventure Apparel,Doublemooring Police Station,Chattogram,"16/A/17, Nobi Colony, Panwala Para, Haddi Company More, North Agrabad, Doublemooring, Chattogram-4100",Saiful Azam ( Sonju),Executive Director,Member,Doublemooring
10331,Ultra  Design & Fashions Ltd.,Bayazid Bostami Police Station,Chattogram,"Dhopardighi, Nandirhat, 1no. South Pahartoli, Fatehabad, Bayazid Bostami, Chattogram-4335.",Md. Shahidul Alam,Director (Finance),Member,Bayazid Bostami
10332,Meher Garments Ltd.,Pahartali Police Station,Chattogram,"68/V, BSCIC I/A, Sagarika Road, Pahartali, Chattogram-4219.",S.K. Mazumder,Director,Member,Pahartali
10333,Maestro Apparel Ltd.,Bakolia Police Station,Chattogram,"227/B, Ehasan Tower, (1To 4)Floor, Shah Amanat Bridge Connecting Road, Hafez Nagar, Chattogram-4000",Bijan Das,Managing Director,Member,Bakolia
10338,Saz Fashion Ltd.,Bandar Police Station,Chattogram,"1956/A, Hossain Complex (3rd Floor), South Halishahar, Airport Road,  Bandar, Chattogram.",Dilip Saha,Managing Director,Member,Bandar
10339,Well Dresses Ltd.,Chandgaon Police Station,Chattogram,"A-49, 50, 51,52 (Floor-4, 5, 6), Well Group, BSCIC Industrial Estate, Kalurghat , Chattogram-4208",Syed Nazrul Islam,Managing Director,Member,Chandgaon
10341,Panmark Apparel (Pvt.) Ltd.,Chandgaon Police Station,Chattogram,"34/B, Kalurghat Heavy I/A, Chattogram-4208",Nicholas Biswas,Director (HR & Compliance),Member,Chandgaon
10342,Provati Apparels Ltd.,Bakolia Police Station,Chattogram,"1050/A, Shah Amanat Bridge Connecting Road, Rajakhali, Chattogram-4000",S.M Ilias Chowdhury,Managing Director,Member,Bakolia
10343,Shyms Fashions Ltd.,Chandgaon Police Station,Chattogram,"P/4, Floor ( 3,5,6 ), Abdul Karim Road, Mohara CDA I/A, Kalurghat , Chattogram-4221",Wahiduzzaman (Wahid),Deputy General manager,Member,Chandgaon
10345,Al-Ittefaq Textiles Ltd.,Chandgaon Police Station,Chattogram,"Plot-11, Mohara, CDA I/A, Kalurghat, Chattogram -4221",Engr. Mainul Islam,Executive Director,Member,Chandgaon
10346,Merchants House Ltd.,Chandgaon Police Station,Chattogram,"Plot# A-100, Well Group Road, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram-4212",Noushad Hossain,Managing Director,Member,Chandgaon
10347,D. Glitters Ltd.,Chandgaon Police Station,Chattogram,"Plot# S-51, R.B Road, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram -4212",Mahbubur Rashid,Managing Director,Member,Chandgaon
10348,Divine Intimates Ltd.,Karnophuli Police Station,Chattogram,"Sandha Bazar Road, Khowaz Nagar, Azim Para, Karnophuli, Chattogram-4371.",Shahed Iqbal Chowdhury,Senior Manager ( Compliance ),Member,Karnophuli
10349,Belamy Textile Ltd.,Karnophuli Police Station,Chattogram,"Khowaz Nagar, Azim Para, Char Pathor Ghata , Karnophuli, Chattogram-4371.",M. M Morshed Chowdhury,Assistant General Manager,Member,Karnophuli
10350,Fortune Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"135/142, Nasirabad I/A, Bayazid Bostami Road, Bayazid Bostami, Chattogram- 4210",Arup Chakrabarti,Director,Member,Bayazid Bostami
10351,Sonnet Fashions Ltd.,Bandar Police Station,Chattogram,"Mazid Tower, 807/859, Barik Mia High School Lane, Gosaildanga, Bandar, Chattogram.",Gazi Md. Shahidullah,Director,Member,Bandar
10353,S S Fashion Wear,Bayazid Bostami Police Station,Chattogram,"S S Tower, 1266 West Shahid Nagar, Rowfabad, Hathazari road, Chattogram- 4211",Md.Shahjahan Liton,Managing Director,Member,Bayazid Bostami
10354,Base Textiles Ltd.,Chandgaon Police Station,Chattogram,"9 Mohara CDA I/A, Kalurghat, Al-Amin Baria,Chattogram-4221",A.F.M Sodrul Alam Chowdhury,Executive Director,Member,Chandgaon
10355,Kohinoor Apparels Ltd.,Patiya Police Station,Chattogram,"Hulian, Pachuria, Habilas Dwip, Patiya, Chattogram-4370",Reaz Weaz,Director,Member,Patiya
10358,Cardinal Apparels Ltd.,Doublemooring Police Station,Chattogram,"514, 3rd Floor, Chotopool (Santibag More), Agrabad Access Road, Agrabad, Chattogram-4100",Wahida Nasrin,Human Resource Development Officer,Member,Doublemooring
10359,Naba Exports Ltd.,Boalkhali Police Station,Chattogram,"Plot# 9125, 9126, Arakan Road, Shakpura Military Bridge , Shakpura, Boalkhali, Chattogram-4367",Md. Sakhawat Hossain (Sagor),Director  Production),Member,Boalkhali
10360,S.R. Sweater (Pvt.) Ltd.,Bandar Police Station,Chattogram,"2098/A, M.A Aziz Road (Near CEPZ), South Middle Halishahar, Bandar, Chattogram -4100, Bangladesh.",Nazim Uddin Chowdhury,Managing Director,Member,Bandar
10361,Ritzy Knit Designs Ltd.,Pahartali Police Station,Chattogram,"3325/3898, Alonkar Shopping Complex, 3rd Floor, Alonker Moor, Pahartali, Chattogram-4219.",Rashed Yousaf Chowdhury,Deputy General Manager,Member,Pahartali
10362,Diamond Knitwear Ltd.,Chandgaon Police Station,Chattogram,"2508, Mati Market, Bahir Signal, Arakan Road, Chattogram-4221",Devasish Chakraborty,Managing Director,Member,Chandgaon
10363,Divine Design Ltd.,Chandgaon Police Station,Chattogram,"Plot#12,13 (Floor-3,4,5,6), Well Group, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram-4212",Shahed Iqbal Chowdhury,Senior Manager Compliance,Member,Chandgaon
10364,Gous Fashion Industries Ltd.,Pahartali Police Station,Chattogram,"A- 6&7, 2nd Floor,  BSCIC I/A, Sagarika Road, Sagarika, Pahartali Chattogram-4219.",Monzur Murshed Feroze,Managing Director,Member,Pahartali
10365,Legacy Fashion Ltd.,Chandgaon Police Station,Chattogram,"Plot # 1, 2, 3, BSCIC Road, BSCIC Industrial Estate, Kalurghat, Chandgaon, Chattogram-4212",Khorshed Alam,Director (Operation),Member,Chandgaon
10366,Renown Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"Bhatiary Link Road, Borodighir Par, Hathazari, Fatehabad, Chattogram-4335.",Md. Zillur Rahman,Manager (Commercial),Member,Bayazid Bostami
10367,Meejab Ltd.,Pahartali Police Station,Chattogram,"A- 6&7, 3rd Floor,  BSCIC I/A, Sagarika Road, Sagarika, Pahartali Chattogram-4219.",Bikash Rudra,General Manager,Member,Pahartali
10369,Loyal Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"403, Kulgaon, Hathazari Road, Jalalabad, Bayazid Bostami, Chattogram-4214.",Md. Imtiaz Uddin,Manager (HR & Compliance),Member,Bayazid Bostami
10371,Fashiontex Apparels,Bandar Police Station,Chattogram,"Plot # 930/A, Rasheda Mansion, Munir Nagar, North Middle Halishahar, Chattogram.",Mafiz Chowdhury,Managing Director,Member,Bandar
10372,S.K.R Attire Ltd.,Bakolia Police Station,Chattogram,"1608/A, Abdus Shobhan Building, Rajakhali Road, Chaktai, Bakolia, Chattogram-4000",Mohammed Rizuan Islam,Managing Director,Member,Bakolia
10374,Saad Musa Hometex & Clothing Ltd.,Bayazid Bostami Police Station,Chattogram,"Kulgaon, Khaja Road, Jalalabad, Chattogram- 4214",S.M Arsadul Murad,Manager-HR & Compliance (Saad Musa Group),Member,Bayazid Bostami
10375,Glitter Fashion Ltd.,Bayazid Bostami Police Station,Chattogram,"138, Bayazid Bostami Road(Battalion Lane), Tara Gate, Bayazid Bostami, Chattogram-4210.",S.M Mohi Uddin,Manager (Compliance & Compliance),Member,Bayazid Bostami
10378,Al-Galeb Fashion Ltd.,Doublemooring Police Station,Chattogram,"791, 3rd Floor, Askarabad, Dhaka Trunk Road (D.T. Road), Chattogram-4100",Nabab Ali,Managing Director,Member,Doublemooring
10379,Clifton Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"179, Nasirabad I/A, Bayazid Bostami Road, Chattogram-4210.",S.M Shahed Hossain,Assistant General Manager ( HR & Compliance),Member,Bayazid Bostami
10380,Moontaha Apparels Ltd.,Bayazid Bostami Police Station,Chattogram,"2112, Boktiar Complex, (4 To 6) Floor,  Haji Para, Wazedia, Bayazid Bostami, Chattogram-4213",Md. Abdul Barek,Managing Director,Member,Bayazid Bostami
10381,Byzid Apparels (Pvt.) Ltd.,Panchlaish Police Station,Chattogram,"671/1, Abm Tower, 3rd Floor, Cda Avenue, Sholakbahar, Bahaddarhat, Panchlaish,  Chattogram-4212.",Abdur Rahman Arzu,Managing Director,Member,Panchlaish
10382,Bismillah Fabrics Ltd.,Boalkhali Police Station,Chattogram,"Arakan Road, Shakpura Militar Bridge, Shakpura, Boalkhali, Chattogram-4367",Md. Burhan Uddin Faruquee,General Manager,Member,Boalkhali
10383,Media Textile Ind. Ltd.,Doublemooring Police Station,Chattogram,"791, 2nd Floor, Dhaka Trunk Road (D.T. Road), Askarabad, Chattogram-4100",Mohammad Rashed,Director,Member,Doublemooring
